,tweet_id,airline_sentiment,text
1823,569568300528635906,positive,@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.
1824,569568158584950787,negative,@united My bag is lost and I can't get ahold of anyone that can help
1825,569568010555432960,negative,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!
1826,569567685719101440,negative,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show"""
1827,569567167429128192,positive,@united your agents (and service) on my weekend trip have been AMAZING!!! Thank you!!
1828,569566252450107392,negative,@united never flying United again! Worst experience ever
1829,569566232803803136,negative,"@united @TiffanyAndCo @NTrustOpen ah, so that's where the funds to fix the broken plane upon which I sat for 4 hrs on IAH runway went."
1831,569565776010567680,negative,@united cannot direct message you you do not follow us. I want my luggage.  Please hep
1833,569564671688118273,negative,@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.
1834,569564060678639616,negative,@united we rebooked and disappointed we have to wait a whole day to start our vacation. At these fares United should have top notch service
1838,569562133249130496,negative,@united I assume that would be for the other 300 people who have been let down by United? What's worse is plane is here but crew can't fly!!
1839,569561425955332097,negative,@united   Pushing 2 hours on hold. Priceless. http://t.co/thS10LDY2a
1841,569560154619965440,negative,"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium."
1842,569559734199721984,negative,@united Hi there bag ID is UA6016053916 can you update me and explain why is occurred when I arrived 4 hours before flight!
1844,569558713079443456,negative,"@united hi yes need a free hotel stay in Honalulu due to 4 hour delayUA53, since we will miss our second flight to Kauai"
1846,569557763094917120,negative,@united is screwing with my flights again at CAE? Why do you bother having flights here if they never leave on time or get Cancelled Flighted?
1847,569557756597776384,negative,@united no. I need you to have more than 2 agents at check in.
1848,569556796525969409,negative,@united so this did not work out at all!! Incredibly unfriendly ground staff and false promises over Twitter @theairhelper
1849,569556131078475777,positive,"@united we got it, thanks."
1850,569555174252896258,negative,@united The so below skilled staff and inadequate system just deleted my return from Houston to Norway. Shoulder shrugging is all you do..
1852,569554937744486400,negative,@united severely under staffed at Iah.
1853,569554916064284672,positive,@united amazing hospitality and helpfulness from Anthony Lastella. Great staff 👏👏👏✈️ def flying #united again.
1854,569554815539290112,negative,@united this 2 hr delay is a vacation buzzkill
1855,569553741222952960,positive,"@united just touched down in Miami - not too far off , Nicely done united 👍"
1857,569551241967067136,negative,@united really enjoying my Sunday on hold...over 1 hour. Perhaps a better client experience is needed. http://t.co/8VnCKgZxl1
1859,569550676784578562,negative,"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs"
1860,569550290753445889,negative,@united I would appreciate a response regarding the pressurization failure on flight 1109. You seem to be responding to less serious issues
1863,569546412121202689,negative,"@united once again you guys didn't let me down, a four hour delay to Honolulu from Houston, thanks for the train wreck of issues now coming"
1865,569544873809989632,positive,@united finally got through and they were very helpful. Appreciate it!
1868,569544732780556288,negative,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.
1870,569544350364889088,negative,“@united: @4geiger It looks like form the photo that something burst out of your luggage. Is this correct? ^JH” always blame the customer
1872,569543791176257537,negative,@united it's boarding time for ua3882 but no crewe
1876,569540963091259392,negative,@united no way one person is working entire security checkpoint in EWR 🆖
1878,569539000312188928,negative,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF
1879,569538770808266754,negative,@united so? Found anything or just showing off? You do realise that the morning flight that you Cancelled Flightled was more pricey than the evening?
1880,569538703732772864,negative,@united oh I did. Was still lost. Your tracking system stinks as does the delivery system.
1881,569538171509350400,negative,@united feeling like a true united customer stuck.on the tarmac in dc for over 2 hrs. UNITEDFAIL
1883,569535507815903233,negative,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable
1884,569535503827017730,negative,@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?
1885,569534882952716288,negative,@united employee=faceless. Don't throw them under the bus. Starts with management. I'm almost a million miler and own my own company. 1/2
1886,569534268130660352,negative,@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi
1887,569534175973396480,negative,@united  I understand that but why should I pay to change if it was a problem with your plane. If it was weather I would understand
1888,569533799815630848,negative,@united 30 hours Late Flightr still no answers stuck in Houston. Keep getting put on phantom flights that never apeared. #BadCustomerService
1889,569532310716080129,negative,@united you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate
1890,569532005320253441,negative,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting"
1891,569531988702576640,negative,@united DM'd you 4 hrs ago at your request. No response to be found .... just like my bag.
1892,569531969110974464,positive,@united worked out after all. Thanks for your immediate reply!!
1893,569531827989454848,negative,@united two hour delay for a plane that was visible from the airport. So far terrible customer service. #neveragain
1895,569531274991239168,negative,"@united as if a 4 hour maintenance delay wasn't enuf, u charge me $25/bag as a global service platinum mbr. Get ur shit together"
1896,569531010167250944,negative,@united last week we also had maintenance issues and a flat tire. Another flight last week was Cancelled Flighted. Your track record is the WORST!
1898,569529789100507136,negative,@united you should spend all of the money you take for our tickets and update your planes! Each flight has a maintenance issue!!!
1901,569528348126216193,negative,@united any chance you could help rebook?? My flight Cancelled Flightled
1904,569526800767983616,negative,@united you really need a better system for handling Cancelled Flightled flights http://t.co/3uBCoAsyws
1907,569526143730077696,negative,@united It is also inappropriate to lie to passengers to induce them into accepting a voucher by telling them you have availability on Late Flightr
1908,569526070615138304,negative,@United give me a direct number I can call regarding my lost baggage immediately.
1909,569525760337162241,negative,@united involuntarily bumped your passenger and can't guarantee them another flight for three days!
1910,569525690950815745,negative,@united Please follow FAA guidelines regarding bumping. It is NOT acceptable to give a $300 voucher for an $800 fare when you've
1911,569523831460761601,negative,"@united I did already rebook, and now I will miss my first appointments in London tomorrow morning. Thanks for ruining my trip - AGAIN!"
1912,569523440547291136,negative,".@united Our newest delay, right now http://t.co/96fTLZWtvO"
1913,569523231524319232,negative,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats"""
1914,569522354008805376,negative,@united 50 min on hold trying to book award flight because site errors out.  Agents ask for my pin to see platinum availability??? badbadbad
1915,569522040547385344,negative,@united is a joke.  Lots of angry people at IAH this AM.
1917,569521101736439809,negative,@united completely unacceptable to seat 1st class passenger into middle seat in 38 (not even premium economy)
1918,569521081125629953,negative,"@united Found flight after 2.5 hrs. How am I offered a $200 flight voucher 12 hrs before, lose my seat out of neglect, then get nothing?"
1920,569520425312632832,positive,"@united Nicole at Quito airport took great care of us this week. Handled lost baggage, seat changes. Very professional/nice. Pat her back."
1923,569517484102909952,negative,"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?"
1924,569517360828145664,negative,@united two service agents hung up on me the third was able to get me a flight on US air today. Three calls and 2.5 hours to get a flight
1925,569517323180236800,negative,@united Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K
1926,569516969969389568,negative,"@united your first class is a joke, compared to all the others I have flown, don't ask for extra peanuts... That's NOT allowed! @AirCanada"
1927,569516852805808129,negative,@united I have been given a connection with 2 overnight layovers. No vouchers. Last connection not even confirmed.
1928,569516736162050048,positive,@united thanks for leaving our 3 year old in his own row flight 360 LAX-IAD
1929,569516566380875778,negative,@united I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time
1930,569515688898875393,negative,"@united 100% I will put together a very serious email, with all the issues that arose on our vacation due to your staff I will post it here"
1932,569514750842789888,negative,@united the long wait was the icing on the cake. Why don't you fix your reservation system so the confirm # doesn't get changed mid-travel
1933,569514430393913344,negative,@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!
1935,569514063019053056,negative,"@united, more lies... http://t.co/BEqoTLNugc"
1936,569514001450672128,negative,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..
1937,569513811285311488,negative,@united after 6 hour plus delay from #WashingtonDC finally on flight to #Edinburgh all very tired
1938,569513703722393601,positive,@united thank you
1939,569513498016923648,negative,"@united, I don't believe that you do.. http://t.co/7z3GqEBfK2"
1941,569512714961362944,negative,"@united : flight delayed by 24 hours, lost my wallet, have no money to eat or sleep yet your representatives will not help.#unitedsucks"
1942,569512239344054274,negative,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!
1945,569508469088387072,negative,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/
1946,569508282995486720,negative,@united fuck you for not caring 😢
1952,569505407862902784,negative,@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. #UnitedHatesUsAll
1953,569504786879528962,negative,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!
1954,569504366006132736,negative,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785
1955,569504330551861248,negative,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!
1957,569504176306331649,negative,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but..."
1958,569504172011356160,negative,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!
1959,569503938690584576,negative,@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?
1960,569503745974902784,negative,@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!
1961,569503649677750272,negative,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks"
1962,569503367757754369,negative,@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!
1963,569503165713948672,negative,@united I have never been mislead by a company as many times as I have this week by United Airlines!
1964,569502953851252737,negative,@united I would never fly United Airlines again!
1965,569502909093646336,negative,@united I am still in the airport waiting for my flight.
1966,569502869243736065,negative,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!
1967,569502353797173248,negative,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow
1968,569501080607813633,positive,@united just did! Thank you!
1969,569500986638798848,positive,@united thank you!
1970,569500360651509760,negative,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4"
1971,569500030459117568,negative,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers"
1974,569497995445559298,negative,@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.
1975,569497092655345664,negative,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better."
1976,569497031322030081,negative,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY
1977,569496936157487104,negative,@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?
1978,569496919036305408,negative,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta
1979,569496828376322048,negative,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day"
1980,569495111337275392,positive,@united I am - thank you!
1981,569493640990625793,negative,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491
1983,569491456173477889,negative,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool."
1985,569491334643347457,negative,@united overbooked by FIFTY people?!? the worst.
1991,569488705146068993,negative,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv"
1994,569484965055832065,negative,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp"
1995,569484788404322304,negative,@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold
1996,569484671672651776,negative,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting."
1998,569483390581383168,positive,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5
1999,569481897203494914,negative,@united What does delayed due to Customer Service mean for UA761?
2000,569481676893622272,negative,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel
2004,569480043853946881,negative,"@united I'm not sure it will have ""next time""..."
2005,569478901166055424,negative,@united now the weight restriction? 'We'll try to get as many of you as we can on this plane'
2010,569475909226401792,negative,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.
2013,569475092582789120,negative,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited
2017,569473998519578624,negative,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???
2019,569471635163643905,positive,@united @suntoshi I still like you united airlines
2020,569471541554978817,negative,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel"
2021,569470757673291777,negative,"@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD"
2023,569470053348823040,negative,@united you Cancelled Flightled my flight without notification?
2028,569460417954746368,negative,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?
2030,569459543236874240,negative,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?
2031,569457148129779714,negative,@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M
2033,569454641320062976,negative,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you
2034,569454437288140800,negative,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.
2035,569453313462132736,positive,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW
2036,569451362687143936,negative,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports"
2037,569448465991737345,negative,@united no my concerns were not addressed
2038,569445528225718272,negative,@united DUH and done. bag whereabouts unknown. Greeeaat
2039,569444898660691968,negative,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks"
2040,569444456660750337,negative,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA."
2041,569441937826164736,negative,@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?
2042,569440689253158912,negative,Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?
2043,569439706339024896,negative,@united you hung up on me again.
2044,569439089063280640,negative,"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!"
2045,569438763115536384,negative,@united it's disgusting and unconscionable the treatment I've received tonight.
2046,569438531686424577,negative,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!
2047,569435214717562881,negative,@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.
2048,569433059168260096,negative,@united you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????
2049,569431307152953344,negative,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it."
2050,569428644432617473,negative,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best
2051,569428333500375040,negative,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,"
2052,569427993958883328,negative,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job
2053,569420890003410944,negative,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!
2055,569418652128296960,negative,@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.
2056,569418497694035969,negative,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.
2057,569418233322872833,negative,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.
2058,569416650325303297,negative,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA
2060,569415109933531136,negative,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.
2061,569415076400242688,negative,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?
2062,569411383265075203,negative,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550
2063,569407352299847680,negative,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!
2065,569402506792407041,negative,@united where is our luggage
2068,569397314240049152,negative,@united screws up again...to be expected! NEVER AGAIN!
2069,569395649310883840,negative,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...
2070,569392315409829888,positive,@united Life goal: complete ✔️
2072,569387614265954304,negative,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.
2073,569385898573299712,negative,"@united That's called throwing ""loyalty"" out the window and trying to give less awards."
2074,569385864712704001,negative,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??"
2076,569385496675295232,negative,@united that's not an apology. Say it.
2079,569381891809214464,negative,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?
2080,569380923847909376,negative,@united no apology? Cool.
2081,569380416219709440,negative,"@united you ask a lot of customers who  you routinely screw over. You know that, right?"
2083,569379756673597444,negative,"@united I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers...."
2084,569379726562869248,negative,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.
2085,569379367077355520,negative,@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime
2086,569378568628674561,negative,@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.
2087,569376145000390656,negative,@united we have tried to change our flight THREE times on the phone and got disconnected each time.
2088,569374127187820545,negative,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage"
2089,569374011131453441,negative,"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave. @VirginAmerica ftw"
2091,569370900568502272,negative,"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD"
2092,569370010751094784,negative,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7
2093,569369416963633152,positive,@united thank you! Much appreciation for your help.
2094,569369331173363712,negative,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?"
2095,569369243965362176,negative,@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed
2096,569368621077692417,negative,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr
2097,569368523178270721,negative,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo
2098,569368286128771072,negative,"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable."
2103,569366968446246912,negative,@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD
2104,569366889719304192,negative,@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane
2106,569366184904122369,negative,@united I'm still trying to get things worked out and you have yet to respond back.
2107,569366138963959808,negative,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #."
2108,569365692618661888,negative,@united 25 min hold has now progressed to over an hour...919-675-0985
2109,569365278963798017,negative,@united YOU SUCK!
2110,569364927191719937,negative,"@united yo, you need a new website really badly. This day and age..."
2112,569364374755930112,negative,@united how can u not have gate ready or gate agent for going on hour two
2114,569363354428567552,negative,@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(
2116,569363188120207360,negative,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min
2117,569363173817643009,negative,"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent."
2119,569359780491476992,negative,"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?"
2121,569357781402308608,negative,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.
2122,569357497871437824,negative,@united I hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots. #UnitedAirlinesSucks
2123,569357196141719552,positive,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk
2124,569353669738688512,negative,@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou
2125,569352559598682112,negative,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience
2126,569351147930169344,negative,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv
2127,569350924633812992,negative,@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm
2132,569346420139905024,negative,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!
2134,569344598482546690,negative,@United also ran out of water and refused service #costumerservice #legit #jk
2137,569342888615620609,negative,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?"
2139,569342220534288384,negative,@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united
2140,569341769114128386,negative,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies
2141,569340749466226688,negative,@united the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.
2142,569340645023698944,negative,"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards"
2144,569340120790233089,negative,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat
2145,569339467615506435,negative,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter
2147,569339072805797888,negative,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan
2148,569338724787593216,negative,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed
2149,569338441172983809,negative,@united please get me off this plane #UA57
2152,569337969233887232,negative,@united have since dropped to 2 layovers but still not acceptable.
2153,569337916872220673,negative,@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?
2154,569337916125798401,negative,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed"
2155,569337830184345601,negative,@united not completely.  Our flight was changed in July but we never received notification.
2161,569335521752715264,negative,@united has once again earned a place as the worst airline in the business
2164,569332961813753856,negative,@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.
2166,569332072185249792,negative,"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight"
2167,569331162897739776,negative,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for
2168,569331021163814912,negative,"@united boarding was decent, 3 useless agents that don't speak English (after 2.5hrs of hold) 6hrs of mech delay not so much"
2170,569330683623186433,negative,@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.
2172,569330115114627073,negative,"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm."
2173,569330006985347072,negative,@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..
2174,569329401122426880,negative,@united I'd really like to get off of this plane now.
2175,569329378061979648,negative,@united possibly the worst airlineGave them three chances Second time in 2 weeks a flight has been delayed and or Cancelled Flightled due to mechanics
2176,569328755409326080,negative,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.
2177,569328128310403073,negative,@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs
2179,569327949553520640,negative,@united Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.
2180,569327646917537793,negative,@united 3 times I've called customer services each at least 40 mins... Each time cut off by your operators... Why can't you call me back!
2181,569326940252991488,negative,@united Tell me that you're at least going to cover a room and get me out of here.
2182,569326818697871360,negative,@united OMG!!! you just bumped me off the last flight. Can this get any worse.
2183,569325988921810945,negative,@united Which just speaks to basically the worst designed web system ever.
2184,569325844906115072,negative,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr""."
2185,569325061892481024,negative,@united please fire the captain of flight 6232 today. He single handedly ruined every passengers day by being a piece of shit. #unitedsucks
2188,569323015550296064,negative,"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!"
2189,569322657822285824,negative,@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick
2190,569322456776892417,negative,.@united Your airline is again rated the WORST in America so you've got your work cut out for you. It's bc you treat customers like garbage.
2192,569321739093614592,negative,@united Pay for my hotel.... I'm a broke student #help
2194,569320594400874497,negative,@united what a nightmare!!  Both sides of my flights are a disaster!  At Houston getting attitude cuz I was sent to ticket counter
2195,569319928815202304,negative,@united you're terrible.
2196,569319239900725248,negative,@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!
2199,569318947729887232,negative,"@united EWR TO MCO made unplanned landing because of pressurization failure. Worst pain I've EVER felt, I thought I was going to pass out"
2200,569318589817364481,negative,@united How does that make a flight takeoff on time? And regardless it makes me Late Flight because now I have to wait for my bag at baggage claim.
2201,569318505755103232,negative,@united it's been over 3 hours...at what point do you let people off of the plane? @FoxNews @CNN @msnbc
2202,569318432648273920,negative,@united trying to get a customer service agent.  Just landed in SFO.  Can't fly with 3 layovers with 3 kids!!
2204,569316673942990848,negative,@united nope I gave up - maybe they'll deliver it
2206,569316508352045056,negative,@united more and more delays! No CS help at all! No notifications!
2207,569316417226600448,negative,@united and waiting
2210,569315664156069888,negative,@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.
2211,569314329276715010,negative,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution"
2212,569313492894752768,negative,@united is the worst
2213,569312077954854913,negative,@united still waiting
2214,569310731486699520,negative,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not"
2215,569310717393944577,negative,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH"
2217,569310249859080192,negative,@united &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue
2218,569310115377102850,negative,"@united #customerservice at @Dulles_Airport could not be worse. I get the bad weather, but this is awful."
2220,569309296023998464,negative,"@united instead of be told when we board, we have to wait for the emails telling us about the delays."
2221,569308775435390976,negative,"@united Additionally, my husband paid for tv service &amp; it stopped working about halfway through the flight."
2223,569308224551309313,negative,"@united unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would"
